Library_ID	Sanguinis	Mitis	Salivarius	Anginosus	Bovis	Pyogenic	Mutans	Downei	Other	Unknown	Genus_other	Streptococcus	Sanguinis_tot	Anginosus_tot
AKI001.A0101	31.0975609756098	7.31707317073171	1.09756097560976	36.3414634146342	2.68292682926829	12.0731707317073	0.487804878048781	0.853658536585366	4.87804878048781	3.17073170731707	0.999538954416086	0.000461045583914232	0.000243373931583084	0.000267550712202977
NMU127.A0101	30.0167504187605	6.7001675041876	0.234505862646566	49.2797319932998	1.47403685092127	7.47068676716918	0.268006700167504	0.134003350083752	3.21608040201005	1.20603015075377	0.999231644607445	0.000768355392554958	0.000330635320512309	0.00047864347820715
CDM052.J0101	29.4878427315054	15.7527159855147	1.08639420589757	21.1846870150026	3.33678220382825	17.9513709260217	1.52612519399897	0.387997930677703	5.74236937403001	3.54371443352302	0.998671150815083	0.00132884918491739	0.000492660419003111	0.000382095511546972
CDM041.U0101	28.7403213720756	28.9984181167263	0.133211223045542	21.9881775039547	1.93156273416035	8.3340271417867	0.657730413787362	0.61610190658563	8.15086171009908	0.449587877778703	0.992792168902449	0.00720783109755146	0.00217155382139269	0.00168487069591486
NMU117.A0101	28.0932939892478	4.5676866486115	0.823261516903135	53.8825336513198	2.1679669078513	2.58835576754652	1.4861824110379	0.470242666774459	4.51379064095827	1.40668579974938	0.980663121054846	0.019336878945154	0.00553854638219287	0.01053105370858
ANN002.A0101	27.697546084302	12.4691792884819	0.0821885640483738	53.6573911001526	0.281789362451567	1.91381941998356	0.352236703064459	0.223083245274158	0.915815427967594	2.40695080427381	0.997850068478084	0.00214993152191564	0.00069575746938188	0.00125413803945536
HCLVMBCX2-3505-26-00-01_S26	26.9588313413015	3.48605577689243	0.531208499335989	46.9455511288181	1.32802124833997	13.0810092961487	0.697211155378486	0.132802124833997	4.44887118193891	2.39043824701195	0.998676536110088	0.00132346388991171	0.000456790397944325	0.000721307417109945
CDM051.I0101	26.4957264957265	16.7378917378917	1.21082621082621	20.1566951566952	4.34472934472934	20.2991452991453	0.427350427350427	0.854700854700855	5.91168091168091	3.56125356125356	0.999522516951332	0.000477483048667699	0.000227237255068284	0.000196796083828829
2086	25.6501111044382	15.7528076391808	0.30028226532941	49.060116509519	0.876824214761876	4.53426220647409	0.468440333913879	0.324304846555762	2.18004924629151	0.852801633535523	0.995499415353962	0.00450058464603766	0.00125495736582105	0.00230904863530605
ATT001.A0101	24.9452354874042	6.3526834611172	0.27382256297919	41.894852135816	1.20481927710843	18.5377875136911	0.0821467688937569	0.657174151150055	3.72398685651698	2.32749178532311	0.999261709738655	0.000738290261344639	0.000284269083834747	0.000409474970655502
PAH002.A0101	23.1366691560866	5.25516554642768	0.0572566591984068	68.5461787403535	0.214090117002738	1.55837689818272	0.326114015434404	0.0721931789892955	0.560119492158327	0.273836196166293	0.977569419079119	0.0224305809208814	0.00529069985646548	0.0154783000374195
CMB007.A0101	22.8841870824053	13.7249443207127	0.417594654788419	41.9543429844098	3.45211581291759	9.07572383073497	0.389755011135857	0.139198218262806	6.57015590200445	1.39198218262806	0.998517911526085	0.00148208847391512	0.000439163899097502	0.000721800481678754
NMU124.A0101	22.7783001128244	2.2141782625047	6.57201955622414	6.56167732230162	8.88773975178639	1.35107183151561	48.6498683715683	0.55660022564874	1.47517863858593	0.953365927040241	0.969350583590379	0.0306494164096208	0.00708587283329667	0.00211239965755469
CDM051.M0101	21.8789674143039	12.0609394837072	0	46.5086754126111	4.44350402031316	7.9136690647482	0.846381718154888	0.3808717731697	4.10495133305121	1.86203977994075	0.999407546235599	0.000592453764401555	0.000229677611925324	0.000375658985504702
NMU122.A0101	21.8235501781187	1.95128213357296	2.77073504712389	68.4949238850199	0.798057276121399	0.652566941600608	1.98230580784578	0.140141425163409	0.814104004193545	0.572333301239877	0.973434663466608	0.0265653365333918	0.0058982845036299	0.0182983706820545
