Library_ID	Clade	Percent
SRS476005	Mitis	71.1418411694982
SRS476008	Mitis	76.1724301279015
SRS476353	Mitis	60.7529699510832
SRS475679	Mitis	66.1452902328815
SRS475992	Mitis	71.8307512910212
SRS475665	Mitis	72.531981655805
SRS475622	Mitis	81.3749561557348
SRS476109	Mitis	76.7583006069261
SRS476073	Mitis	74.6801773274224
SRS476206	Mitis	70.0982875671294
SRS475963	Mitis	78.9791293977341
SRS475538	Mitis	81.2883435582822
SRS475700	Mitis	67.4350448064025
SRS475932	Mitis	81.4173591874423
SRS475691	Mitis	77.5136585833413
ERR1474583	Mitis	59.0219637790311
SRS476045	Mitis	80.7506887052342
SRS476138	Mitis	80.084373352083
SRS476088	Mitis	76.3747454175153
SRS475595	Mitis	76.9111610254821
SRS476026	Mitis	80.072814153251
SRS476865	Mitis	80.3327578088212
SRS476112	Mitis	82.5339538417703
SRS475609	Mitis	81.6481994459834
SRS475707	Mitis	79.6746809480401
SRS475592	Mitis	80.497705612425
SRS475943	Mitis	64.8735135135135
SRS476161	Mitis	41.9492105361387
SRS476305	Mitis	81.0145232582614
SRS475569	Mitis	75.823111684958
ERR1474582	Mitis	57.0519595020669
SRS476025	Mitis	71.3665589608016
SRS476852	Mitis	82.9458243594529
SRS475965	Mitis	80.0667028620182
SRS476140	Mitis	75.0437592567659
SRS475964	Mitis	81.5476190476191
SRS476087	Mitis	75.3342099495946
SRS476017	Mitis	67.7454624972666
SRS475934	Mitis	81.6745858482086
SRS475935	Mitis	77.3501703748246
SRS475533	Mitis	70.5253280507604
SRS476172	Mitis	79.0691006403517
SRS475593	Mitis	84.6508365895201
SRS476123	Mitis	79.9409666707662
SRS476210	Mitis	78.9451688398529
SRS476004	Mitis	67.7988589624519
SRS476071	Mitis	77.3113795157883
SRS475646	Mitis	74.4766854338097
SRS475918	Mitis	83.6779475061187
SRS475955	Mitis	78.3226060040289
SRS475605	Mitis	78.0141843971631
SRS476081	Mitis	76.7362653635421
SRS476282	Mitis	84.7046366965192
SRS475996	Mitis	82.0668582445164
ERR1474575	Mitis	65.5548462295663
SRS475670	Mitis	76.7271683764976
SRS476027	Mitis	83.741810240233
ERR1474574	Mitis	81.6311180753987
SRS476107	Mitis	78.550278337084
SRS476263	Mitis	82.0378011446826
SRS476075	Mitis	72.646226130956
SRS475685	Mitis	55.0229021212256
SRS475940	Mitis	80.7439430784473
SRS476299	Mitis	79.9290220820189
SRS476052	Mitis	83.248730964467
ERR1474584	Mitis	74.3668396597488
SRS475544	Mitis	67.9746891066485
SRS475922	Mitis	79.1365725541694
SRS475678	Mitis	87.2640255251263
ERR1474580	Mitis	79.3171214196971
ERR1474578	Mitis	65.2682466089506
SRS475937	Mitis	83.8011695906433
SRS475711	Mitis	77.8138913624221
SRS475971	Mitis	87.3916598528209
SRS476340	Mitis	87.8690779498882
SRS476610	Mitis	86.4486143869976
SRS476200	Mitis	86.4794038162313
SRS476086	Mitis	80.1631086591509
SRS475536	Mitis	54.2293906810036
SRS476283	Mitis	83.359830418654
SRS476115	Mitis	71.4004720692368
SRS476162	Mitis	87.0764569879614
SRS476089	Mitis	84.1959223066715
SRS475584	Mitis	86.963696369637
SRS476265	Mitis	77.4845628859279
SRS475977	Anginosus	58.301392615306
SRS476002	Mitis	63.0303905254707
SRS475547	Mitis	76.9070578115804
SRS475927	Mitis	83.6389115964031
SRS475704	Mitis	56.0623556581986
SRS476171	Mitis	86.7205122607873
SRS476012	Mitis	73.1268052330521
SRS476275	Mitis	89.1634549988665
SRS475668	Mitis	88.920085487994
SRS475916	Mitis	61.3178294573643
SRS476330	Mitis	87.021606631865
SRS476006	Mitis	88.7384006550219
ERR1474579	Mitis	85.4563727495362
SRS475653	Mitis	56.5827794787544
SRS476137	Mitis	87.8308234540211
SRS475573	Mitis	88.3369330453564
SRS476018	Mitis	88.6998784933171
ERR1474566	Mitis	90.1193922316356
SRS475535	Mitis	79.5064502382521
SRS476177	Mitis	76.8033648790747
ERR1474585	Mitis	83.8079092964924
SRS475999	Mitis	79.1480583556633
SRS476011	Mitis	83.936170212766
SRS476157	Mitis	74.453522794553
SRS475952	Mitis	83.7879640044995
SRS476036	Mitis	82.132364311118
SRS476080	Mitis	88.0655416972365
SRS475718	Mitis	89.5840417091692
SRS475579	Mitis	72.0280996259465
SRS475597	Mitis	84.3063212748282
SRS475699	Mitis	87.632797602833
SRS476059	Mitis	76.596456034771
SRS476190	Mitis	84.4761624484991
ERR1474570	Mitis	81.644214626195
SRS476181	Mitis	62.920515452161
SRS476201	Mitis	86.7607347963336
SRS475654	Mitis	81.7400644468314
SRS476304	Mitis	84.0233954132677
SRS475672	Mitis	88.4666560221406
SRS475618	Mitis	87.2633141450346
SRS475982	Mitis	82.9000389964903
SRS476049	Mitis	83.3110303957179
SRS475961	Mitis	89.5678391959799
SRS476301	Mitis	81.123805567096
SRS476178	Mitis	86.3852351766407
SRS476082	Mitis	80.6249497951643
SRS476105	Mitis	88.5970479251541
SRS475983	Mitis	71.9210116057509
SRS475548	Mitis	83.5114743791261
SRS475588	Mitis	84.2668454966907
SRS476297	Mitis	89.1729022676644
SRS476866	Mitis	87.6919756084399
SRS476180	Mitis	74.4843234323432
SRS475919	Mitis	84.5342356687898
SRS476124	Mitis	90.3515240904622
SRS475599	Mitis	84.0408604887984
SRS476055	Mitis	89.6551724137931
SRS476122	Mitis	91.4593557849608
ERR1474565	Mitis	89.6149503031144
SRS475706	Mitis	82.0235708347597
SRS475591	Mitis	83.8097102584182
SRS476310	Mitis	82.8328008519702
SRS475975	Mitis	91.1218768711556
SRS476127	Mitis	78.8354816924568
ERR1474572	Mitis	88.8256355277112
SRS475600	Mitis	82.1969696969697
ERR1474571	Mitis	91.1601771234259
SRS475960	Mitis	69.6514140749789
SRS475686	Mitis	91.7531556802244
SRS476261	Mitis	90.5273411789485
SRS476204	Mitis	86.8969597669762
SRS475725	Mitis	70.9657102869139
ERR1474568	Mitis	87.2257691093796
SRS475590	Mitis	91.2664640324215
SRS475587	Mitis	91.3597733711048
SRS476272	Mitis	90.599528556417
SRS475724	Mitis	78.050527723387
SRS476787	Mitis	90.5312676165853
SRS476285	Mitis	88.4932242372759
SRS476701	Mitis	82.3025893430345
SRS475926	Mitis	91.3109066224167
SRS475954	Mitis	89.7882655960001
SRS475676	Mitis	86.2330880607643
SRS476016	Mitis	89.3647540983607
SRS476053	Mitis	91.9844020797227
SRS476208	Mitis	81.3038727692121
SRS475951	Mitis	57.4272836653234
SRS476038	Mitis	83.3704717641816
SRS475696	Mitis	84.4053969250079
ERR1474567	Mitis	90.4286989112975
SRS476111	Mitis	90.1958792213598
SRS476284	Mitis	66.474054908725
SRS476399	Mitis	87.2977099236641
ERR1474586	Mitis	79.8925330678597
SRS476827	Mitis	58.0775055066079
SRS475956	Mitis	90.9404860272463
SRS476091	Mitis	91.5512677893283
SRS475719	Mitis	89.5374352672694
ERR1474564	Mitis	89.6409251889596
SRS476266	Mitis	90.7932067932068
ERR1474587	Mitis	93.1255218813687
SRS475649	Mitis	66.4412317529468
SRS475923	Mitis	87.8703076149457
SRS476202	Mitis	87.135051718385
SRS476757	Mitis	91.205530664926
SRS475697	Mitis	89.379746461393
ERR1474576	Mitis	91.7776073301685
SRS476207	Mitis	93.1438255912488
SRS476790	Mitis	92.4399523685051
ERR1474569	Mitis	89.9976847258054
SRS476151	Mitis	94.3023932494363
SRS476116	Mitis	82.7320900845817
SRS476009	Mitis	79.4925391667874
ERR1474577	Mitis	76.8918368400819
SRS475939	Mitis	92.7181514138036
SRS476279	Mitis	94.4591486961427
SRS476260	Mitis	92.8478242572174
SRS476057	Mitis	84.2707716597592
SRS475669	Mitis	77.2045140764752
SRS476046	Mitis	92.2704545454546
SRS476168	Mitis	92.7169005704686
SRS475969	Mitis	94.1418975988416
SRS475966	Mitis	91.6803682999013
SRS475677	Mitis	87.7342678653055
SRS476079	Mitis	65.3319057815846
SRS475660	Mitis	91.7483470882943
SRS475708	Mitis	93.2430111220853
SRS475619	Mitis	78.3078313326576
SRS475976	Mitis	84.1331687763283
SRS476165	Mitis	86.8233874096533
SRS014468	Mitis	81.3395665433409
SRS019120	Mitis	88.8806032154875
SRS013942	Mitis	89.5288733480743
SRS015055	Mitis	71.9464747045158
SRS014692	Mitis	79.722547596986
